Legal Name,Borough,Permit Expiration,Status,Age Range,Maximum Capacity,Child Care Type,Date Permitted,Current Date,Years in operations,Violation Rate Percent,Total Educational Workers,Public Health Hazard Violation Rate,Critical Violation Rate,Inspection Date,Regulation Summary,Violation Category,Violation Status,Inspection Summary Result
BARUCH COLLEGE EARLY LEARNING CENTER,MANHATTAN,11/13/23,Permitted,2 YEARS - 5 YEARS,30,Child Care - Pre School,10/31/03,4/17/22,18,14.2857,5,0,14.2857,2/3/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"THE SHIELD INSTITUTE, INC.",BRONX,10/27/22,Permitted,2 YEARS - 5 YEARS,190,Child Care - Pre School,8/3/04,4/17/22,17,33.3333,27,0,33.3333,2/10/22,At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.,GENERAL,CORRECTED,Initial Annual Inspection - Reinspection Required
SHARBANI ROY INC.,BRONX,1/5/23,Permitted,2 YEARS - 5 YEARS,62,Child Care - Pre School,1/2/07,4/17/22,15,20,9,0,20,1/27/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"SHELTERING ARMS OF CHILDREN AND FAMILY SERVICES, INC.",QUEENS,10/24/22,Permitted,2 YEARS - 5 YEARS,157,Child Care - Pre School,10/24/12,4/17/22,9,16.6667,21,0,16.6667,3/3/22,"Epi auto injector Not provided, Not maintained or expired.",CRITICAL,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
"ELITE KIDS SERVICES, INC",BROOKLYN,9/26/23,Permitted,0 YEARS - 2 YEARS,8,Child Care - Infants/Toddlers,9/26/13,4/17/22,8,50,3,0,50,1/27/22,All teachers have Not received training in infectious disease control and reporting.,CRITICAL,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
"CORTELYOU EARLY CHILDHOOD CENTER, INC.",BROOKLYN,3/2/24,Permitted,2 YEARS - 5 YEARS,66,Child Care - Pre School,2/14/04,4/17/22,18,40,7,20,40,1/11/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"QUEENS COUNTY EDUCATORS FOR TOMORROW,INC",QUEENS,9/12/23,Permitted,2 YEARS - 5 YEARS,120,Child Care - Pre School,8/25/03,4/17/22,18,83.3333,22,33.3333,83.3333,3/2/22,Electrical/chemical/mechanical hazards observed at time of inspection.,PUBLIC HEALTH HAZARD,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
"SHOLOM, SHOLOM INC",QUEENS,7/31/23,Permitted,0 YEARS - 2 YEARS,8,Child Care - Infants/Toddlers,7/31/19,4/17/22,2,16.6667,4,0,16.6667,1/21/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
ELADIA'S KIDS PARENTS LLC,BROOKLYN,6/10/22,Permitted,0 YEARS - 2 YEARS,28,Child Care - Infants/Toddlers,6/10/10,4/17/22,11,16.6667,5,0,16.6667,3/30/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
IRA'S BRIARWOOD DAY CARE & PRESCHOOL INC.,QUEENS,2/18/23,Permitted,2 YEARS - 5 YEARS,79,Child Care - Pre School,2/18/11,4/17/22,11,16.6667,15,0,16.6667,1/11/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
THE MADISON AVENUE PRESBYTERIAN CHURCH,MANHATTAN,2/13/21,Expired-In Renewal,2 YEARS - 5 YEARS,111,Child Care - Pre School,9/20/04,4/17/22,17,0,16,0,0,3/9/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
BRIGHT HORIZONS CHILDREN'S CENTER INC.,QUEENS,6/30/22,Permitted,2 YEARS - 5 YEARS,60,Child Care - Pre School,6/30/16,4/17/22,5,20,5,0,20,2/2/22,Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year,CRITICAL,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
"PLAY AND LEARN DAY CARE, INC.",QUEENS,1/15/24,Permitted,2 YEARS - 5 YEARS,20,Child Care - Pre School,1/15/08,4/17/22,14,50,2,25,25,3/11/22,At time of inspection diaper changing counter Not properly constructed. Diaper changing area observed Not to be adjacent to a hand wash sink with adequate hot and cold running water.,CRITICAL,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
"LITTLE SCHOLARS EARLY DEVELOPMENT CENTER, LLC",BRONX,9/8/23,Permitted,2 YEARS - 5 YEARS,89,Child Care - Pre School,9/8/15,4/17/22,6,50,8,25,25,3/15/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection
CHILDREN'S HOUSE MONTESSORI INC.,QUEENS,9/10/23,Permitted,2 YEARS - 5 YEARS,60,Child Care - Pre School,9/10/19,4/17/22,2,62.5,8,12.5,62.5,2/24/22,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,GENERAL,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
"CHILDREN OF AMERICA QUEENS, LLC",QUEENS,8/23/22,Permitted,0 YEARS - 2 YEARS,28,Child Care - Infants/Toddlers,8/23/16,4/17/22,5,100,9,0,100,2/28/22,Written Safety Plan does Not include safe sleep provisions,GENERAL,CORRECTED,None
HGE FIC F LLC,MANHATTAN,2/5/23,Permitted,2 YEARS - 5 YEARS,135,Child Care - Pre School,2/5/19,4/17/22,3,20,10,20,20,1/11/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"SHOLOM SHOLOM, INC.",QUEENS,7/8/23,Permitted,0 YEARS - 2 YEARS,8,Child Care - Infants/Toddlers,7/8/05,4/17/22,16,0,3,0,0,2/1/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
NEW YORK CENTER FOR CHILD DEVELOPMENT,MANHATTAN,1/2/24,Permitted,2 YEARS - 5 YEARS,120,Child Care - Pre School,1/2/14,4/17/22,8,14.2857,21,0,14.2857,3/25/22,Child care service fails to conduct and document daily health assessment of incoming children. Individual Not trained to identify disease.,GENERAL,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
ELITE KIDS SERVICES INC.,BROOKLYN,9/26/23,Permitted,2 YEARS - 5 YEARS,57,Child Care - Pre School,9/26/13,4/17/22,8,50,7,0,50,1/25/22,At time of inspection child care service unable to document that all children enrolled have had an age appropriate medical evaluation.,GENERAL,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
"NEW MILESTONE, INC.",QUEENS,1/13/24,Permitted,2 YEARS - 5 YEARS,90,Child Care - Pre School,1/13/16,4/17/22,6,28.5714,8,0,28.5714,2/11/22,Appropriate outdoor play area Not provided or maintained at the time of inspection.,GENERAL,CORRECTED,Initial Annual Inspection - Reinspection Required
LISBETH BRANDEFINE OWNER/OPERATOR,STATEN ISLAND,12/26/22,Permitted,2 YEARS - 5 YEARS,29,Child Care - Pre School,12/26/04,4/17/22,17,50,6,25,25,2/3/22,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,GENERAL,CORRECTED,Monitoring Inspection Non-Routine - Reinspection Not Required
EINSTEIN DAYCARE INC,BROOKLYN,2/28/22,Expired-In Renewal,2 YEARS - 5 YEARS,102,Child Care - Pre School,2/29/16,4/17/22,6,0,20,0,0,3/16/22,At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.,CRITICAL,OPEN,None
"PRECIOUS MOMENTS DAY CARE CENTER, INC",QUEENS,8/17/23,Permitted,0 YEARS - 2 YEARS,15,Child Care - Infants/Toddlers,10/21/94,4/17/22,27,12.5,4,0,12.5,3/8/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"HAMILTON - MADISON HOUSE, INC.",MANHATTAN,7/12/23,Permitted,2 YEARS - 5 YEARS,52,Child Care - Pre School,7/12/05,4/17/22,16,0,13,0,0,2/2/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
QUICK START DAY CARE CENTER INC.,QUEENS,9/7/22,Permitted,2 YEARS - 5 YEARS,84,Child Care - Pre School,9/7/10,4/17/22,11,66.6667,12,16.6667,66.6667,3/1/22,At time of inspection child care service facility observed Not maintained or in disrepair. Dry sweeping observed in areas occupied by children.,CRITICAL,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
"KINGS WAY EARLY CHILDHOOD CENTER,INC.",BROOKLYN,11/28/23,Permitted,2 YEARS - 5 YEARS,55,Child Care - Pre School,11/28/05,4/17/22,16,0,4,0,0,3/11/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"LITTLE STARS THREE, INC",BRONX,9/16/22,Permitted,0 YEARS - 2 YEARS,16,Child Care - Infants/Toddlers,9/16/20,4/17/22,1,0,4,0,0,1/19/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"ERL GROUP, LLC.",BROOKLYN,3/6/22,Expired-In Renewal,2 YEARS - 5 YEARS,17,Child Care - Pre School,3/6/12,4/17/22,10,16.6667,3,0,16.6667,1/6/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"COMMUNITY LIFE CENTER, INC.",MANHATTAN,9/23/23,Permitted,2 YEARS - 5 YEARS,135,Child Care - Pre School,9/23/09,4/17/22,12,20,30,0,20,3/22/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"A2Z Happyland II, LLC",BROOKLYN,3/16/23,Permitted,2 YEARS - 5 YEARS,171,Child Care - Pre School,3/16/17,4/17/22,5,0,27,0,0,3/16/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"CHILDREN'S BIG APPLE EARLY CHILDHOOD CENTER, INC.",QUEENS,1/18/24,Permitted,2 YEARS - 5 YEARS,20,Child Care - Pre School,1/19/04,4/17/22,18,20,3,0,20,3/25/22,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,GENERAL,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
"AIM HIGH LEADERSHIP CENTER FOUR, INC.",QUEENS,9/3/23,Permitted,2 YEARS - 5 YEARS,183,Child Care - Pre School,9/3/19,4/17/22,2,0,17,0,0,2/7/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
CHELSEA DAY SCHOOL,MANHATTAN,10/11/21,Expired-In Renewal,2 YEARS - 5 YEARS,120,Child Care - Pre School,10/11/07,4/17/22,14,33.3333,16,0,33.3333,3/1/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"MINDBUILDERS CREATIVE ARTS, INC.",BRONX,9/8/23,Permitted,2 YEARS - 5 YEARS,18,Child Care - Pre School,9/8/15,4/17/22,6,75,1,25,75,3/17/22,At time of inspection child care service facility observed Not maintained or in disrepair. Dry sweeping observed in areas occupied by children.,CRITICAL,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
"SUNSHINE LC OF LEXINGTON, LLC",MANHATTAN,4/28/23,Permitted,2 YEARS - 5 YEARS,72,Child Care - Pre School,4/28/15,4/17/22,6,25,20,0,25,3/8/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
"POSITIVE BEGINNINGS, INC",QUEENS,10/1/22,Permitted,2 YEARS - 5 YEARS,137,Child Care - Pre School,10/1/04,4/17/22,17,0,35,0,0,3/15/22,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,GENERAL,OPEN,Initial Annual Inspection - Reinspection Required
BUMBLEBEES-R-US INC.,BROOKLYN,1/6/22,Expired-In Renewal,0 YEARS - 2 YEARS,30,Child Care - Infants/Toddlers,1/6/16,4/17/22,6,40,17,0,40,1/19/22,Exits and other egress Not provided with required signage at time of inspection.,CRITICAL,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
"BEGINNING STEPS INFANT DAY CARE, LLC",BROOKLYN,5/19/22,Permitted,2 YEARS - 5 YEARS,62,Child Care - Pre School,5/19/14,4/17/22,7,16.6667,7,0,16.6667,1/12/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED",BROOKLYN,9/30/23,Permitted,2 YEARS - 5 YEARS,60,Child Care - Pre School,9/30/15,4/17/22,6,20,4,0,20,2/15/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",BROOKLYN,10/16/22,Permitted,2 YEARS - 5 YEARS,133,Child Care - Pre School,10/16/12,4/17/22,9,0,15,0,0,2/3/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
2260 LITTLE SHEPHERDS LLC,BRONX,9/4/23,Permitted,2 YEARS - 5 YEARS,87,Child Care - Pre School,9/4/15,4/17/22,6,25,8,0,25,2/16/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
CHILDCARE LLC,MANHATTAN,2/3/23,Permitted,2 YEARS - 5 YEARS,115,Child Care - Pre School,2/3/21,4/17/22,1,0,4,0,0,2/24/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
MONA PREP DAY CARE INCORPORATED,QUEENS,1/26/23,Permitted,2 YEARS - 5 YEARS,137,Child Care - Pre School,7/26/02,4/17/22,19,16.6667,18,0,16.6667,1/12/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
ESCUELA HISPANA MONTESSORI,MANHATTAN,5/25/22,Permitted,2 YEARS - 5 YEARS,165,Child Care - Pre School,5/25/10,4/17/22,11,37.5,25,25,37.5,2/2/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"BAY RIDGE AVE. CHILD CARE CENTER, INC.",BROOKLYN,3/2/23,Permitted,2 YEARS - 5 YEARS,15,Child Care - Pre School,3/9/05,4/17/22,17,0,3,0,0,2/3/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"T. R. LITTLE PEOPLE, LTD",MANHATTAN,8/28/23,Permitted,2 YEARS - 5 YEARS,8,Child Care - Pre School,8/28/07,4/17/22,14,33.3333,2,0,33.3333,1/19/22,Fire extinguishers observed Not to be inspected or maintained at time of inspection.,CRITICAL,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
RIVERDALE CHILDCARE EXPERIENCE  LLC,BRONX,9/28/23,Permitted,0 YEARS - 2 YEARS,28,Child Care - Infants/Toddlers,9/28/15,4/17/22,6,0,12,0,0,3/30/22,Safe sleep environment provided in infant toddler service; safe sleep environment complies with US CPSC and ASTM standards. Crib bumper pad prohibited unless medically prescribed,PUBLIC HEALTH HAZARD,CORRECTED,None
"MOSHOLU MONTEFIORE COMMUNITY CENTER,INC.",BRONX,8/3/23,Permitted,0 YEARS - 2 YEARS,8,Child Care - Infants/Toddlers,8/2/05,4/17/22,16,0,1,0,0,1/26/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection
METROKIDS CRADLE (QUEENS CENTER) INC.,QUEENS,12/20/22,Permitted,0 YEARS - 2 YEARS,22,Child Care - Infants/Toddlers,12/20/18,4/17/22,3,16.6667,4,0,16.6667,3/16/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
HAPPY CATERPILLAR CLUBHOUSE,QUEENS,8/31/22,Permitted,0 YEARS - 2 YEARS,17,Child Care - Infants/Toddlers,8/31/16,4/17/22,5,16.6667,5,0,16.6667,3/15/22,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,GENERAL,OPEN,Initial Annual Inspection - Reinspection Not Required
KISSENA CHERRY DAY CARE INC,QUEENS,4/13/24,Permitted,2 YEARS - 5 YEARS,112,Child Care - Pre School,4/13/10,4/17/22,12,33.3333,14,16.6667,33.3333,2/16/22,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,GENERAL,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
JOYFUL TOTS DAYCARE CENTER INC.,BROOKLYN,1/9/24,Permitted,0 YEARS - 2 YEARS,16,Child Care - Infants/Toddlers,1/9/14,4/17/22,8,16.6667,4,0,16.6667,2/11/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
EVANGELICAL LUTHERAN CHURCH OF THE ATONEMENT,QUEENS,4/5/22,Permitted,2 YEARS - 5 YEARS,40,Child Care - Pre School,4/5/04,4/17/22,18,50,4,25,50,3/3/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
JOLLY BABY CENTER INC.,BROOKLYN,12/5/23,Permitted,2 YEARS - 5 YEARS,83,Child Care - Pre School,12/5/19,4/17/22,2,0,22,0,0,3/8/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
